name,username,cpu_percent,pid,memory_usage
postgres,gitlab-psql,0.0,40319,22.67
postgres,gitlab-psql,0.0,40320,22.67
postgres,gitlab-psql,0.0,40321,22.92
postgres,gitlab-psql,0.0,40322,22.8
postgres,gitlab-psql,0.0,40323,31.66
postgres,gitlab-psql,0.0,40325,28.44
postgres,gitlab-psql,0.0,40337,32.79
postgres,gitlab-psql,0.0,40338,23.05
python,kris,0.0,40962,13.49
sh,kris,0.0,40963,1.62
cpuUsage.sh,kris,0.0,40964,3.5
sleep,kris,0.0,40968,1.88
